item,itemLabel,itemDescription
http://www.wikidata.org/entity/Q109984824,sex reformer,advocate for sex reform
http://www.wikidata.org/entity/Q109985212,on foot aquatic resources collector,"person who collects spat and seaweed, as well as shellfish or any other aquatic animal, such as crustacean and echinoderms, or vegetable resources"
http://www.wikidata.org/entity/Q109985280,aquaculture harvesting worker,person who works in the harvesting of those aquatic organisms cultured in land-based on-growing processes
http://www.wikidata.org/entity/Q109985391,aquaculture cage mooring worker,"person operating highly-specialised equipment in order to moor cages in stable stations, drifting cages or even self-propelled and semi-submerged cages"
http://www.wikidata.org/entity/Q109987933,park sweeper,"person who operates sweeping equipment and machinery to remove waste, leaves or debris from parks"
http://www.wikidata.org/entity/Q110002200,crop production worker,person who carries out practical activities and assist in the production of agronomical crops
http://www.wikidata.org/entity/Q110007257,livestock worker,person maintaining the health and welfare of animals
http://www.wikidata.org/entity/Q110008026,equine worker,person who provides caring activities for horses and ponies
http://www.wikidata.org/entity/Q110008087,poultry catcher,specialist working at poultry farms to catch the poultry
http://www.wikidata.org/entity/Q110008263,vineyard worker,"people carrying out manual activities related to cultivation, propagation of grape varieties and the production and/or packaging of wines"
http://www.wikidata.org/entity/Q109853321,President of the French art dealers committee,position
http://www.wikidata.org/entity/Q110096986,emergency service volunteer,volunteer for a service helping to ensure public safety and health
http://www.wikidata.org/entity/Q109678900,Grand Prix motorcycle rider,participant in Grand Prix motorcycle racing
http://www.wikidata.org/entity/Q109680035,laboratory manager,person managing the running and administration of a research facility
http://www.wikidata.org/entity/Q109827034,President/VP of the Art Dealers Association of America,position
http://www.wikidata.org/entity/Q110141335,Hooters girl,waitress at Hooters
http://www.wikidata.org/entity/Q110148099,swimming pool attendant,"person who handles the daily activities of a swimming facility such as a swimming pool, beach and lake"
http://www.wikidata.org/entity/Q110148239,sewerage cleaner,person who maintains and clean sewerage systems and their pipes within communities
http://www.wikidata.org/entity/Q110206191,sawmiller,one who operates a sawmill
http://www.wikidata.org/entity/Q110206245,mining investor,type of investor
http://www.wikidata.org/entity/Q109728440,reality cooking competition contestant,contestant on a reality cooking competition television show
http://www.wikidata.org/entity/Q110236712,wet nursing,occupation of breastfeeding someone else's child
http://www.wikidata.org/entity/Q110244331,bouzouki player,musician who plays the bouzouki
http://www.wikidata.org/entity/Q110272656,counterflow driver,person driving a motor vehicle against the intended direction of traffic
http://www.wikidata.org/entity/Q110278348,gender editor,editor focusing on gender related topics and issues
http://www.wikidata.org/entity/Q110298515,BDSM practitioner,person who practices BDSM
http://www.wikidata.org/entity/Q110315045,member of the house of lords,"member of an upper house comprised of the nobility, by inheritance or appointment"
http://www.wikidata.org/entity/Q109679107,Superstock motorcycle rider,
http://www.wikidata.org/entity/Q110041704,museum technician,"position or role in a museum environment concerned with the technical and scientific aspects of museum work, including but not limited to conservation"
http://www.wikidata.org/entity/Q109748951,vice presidential candidate,
http://www.wikidata.org/entity/Q109946495,Head of the State Emergency Service of Ukraine,
http://www.wikidata.org/entity/Q109782687,astronomy journalist,"journalist specializing in astronomy, astrophysics and space flight"
http://www.wikidata.org/entity/Q110063306,cheesemonger,occupation
http://www.wikidata.org/entity/Q109827921,editorial director,person in charge of supervision over several titles or editorial products
http://www.wikidata.org/entity/Q109828300,court jeweler,person who makes crown jewels and other personal items for members of a royal court
http://www.wikidata.org/entity/Q109983547,road maintenance worker,"person who performs routine inspections of roads, and is sent out to perform repairs when called for"
http://www.wikidata.org/entity/Q109717715,Q109717715,
http://www.wikidata.org/entity/Q109767834,Q109767834,
http://www.wikidata.org/entity/Q110051709,Q110051709,
http://www.wikidata.org/entity/Q110062891,Q110062891,
http://www.wikidata.org/entity/Q110062915,Q110062915,
http://www.wikidata.org/entity/Q110147866,Q110147866,
http://www.wikidata.org/entity/Q110148567,Q110148567,
http://www.wikidata.org/entity/Q110171075,Q110171075,
http://www.wikidata.org/entity/Q110206641,Q110206641,
http://www.wikidata.org/entity/Q110241771,Q110241771,
http://www.wikidata.org/entity/Q110241817,Q110241817,
http://www.wikidata.org/entity/Q110241983,Q110241983,
http://www.wikidata.org/entity/Q110246588,Q110246588,
http://www.wikidata.org/entity/Q110253571,Q110253571,
http://www.wikidata.org/entity/Q110254246,Q110254246,
http://www.wikidata.org/entity/Q110268470,Q110268470,
http://www.wikidata.org/entity/Q110276735,Q110276735,
http://www.wikidata.org/entity/Q110278095,Q110278095,
http://www.wikidata.org/entity/Q110278231,Q110278231,
http://www.wikidata.org/entity/Q110279307,Q110279307,
http://www.wikidata.org/entity/Q110290702,Q110290702,
http://www.wikidata.org/entity/Q110301835,Q110301835,
http://www.wikidata.org/entity/Q110303570,Q110303570,
http://www.wikidata.org/entity/Q110305661,Q110305661,
http://www.wikidata.org/entity/Q110313095,Q110313095,
http://www.wikidata.org/entity/Q110315251,Q110315251,
http://www.wikidata.org/entity/Q110316121,Q110316121,
http://www.wikidata.org/entity/Q110321841,Q110321841,
http://www.wikidata.org/entity/Q110360191,Q110360191,
http://www.wikidata.org/entity/Q110367051,Q110367051,
http://www.wikidata.org/entity/Q109678945,endurance motorcycle rider,participant in the sport of endurance motorcycle racing
http://www.wikidata.org/entity/Q109906114,locker room attendant,person that manages and clean locker rooms
http://www.wikidata.org/entity/Q109920414,water researcher,researcher on water use and management
http://www.wikidata.org/entity/Q109932790,laundromat attendant,person who assists customers of self-servicing laundries and keep clean the laundry
http://www.wikidata.org/entity/Q109934184,attraction operator,Person who monitors and operates an amusement ride or other attraction
http://www.wikidata.org/entity/Q109934445,amusement and recreation attendant,person who assist and schedule the use of amusement or recreation facilities
http://www.wikidata.org/entity/Q109934711,advertising installer,person who attaches posters and other advertising material on various public places
http://www.wikidata.org/entity/Q109936724,vending machine operator,"person that inspect, provide maintenance, collect cash and refill goods for vending machines"
http://www.wikidata.org/entity/Q109936996,meter reader,"person who note down readings for meters of water, gas, electricity and other utilities"
http://www.wikidata.org/entity/Q109937424,sorter labourer,person who sorts recyclable materials from a waste stream
http://www.wikidata.org/entity/Q109937477,recycling worker,"person who gather, cleans and prepares waste to be recycled"
http://www.wikidata.org/entity/Q109941852,parking attendant,person who directs drivers to parking spaces and collects parking fees
http://www.wikidata.org/entity/Q109942800,Zampognaro,Zampogna player from Italy
http://www.wikidata.org/entity/Q109943280,newspaper vendor,person that sells newspapers to passerby on the street without a newsstand
http://www.wikidata.org/entity/Q109943861,leaflet distributor,"person who hands out flyers, leaflet and advertisements directly to people on the streets or via letterboxes"
http://www.wikidata.org/entity/Q109947026,"international tramp, a Russian-style backpacker",traveler using extremely low-budget forms of wandering around the planet
http://www.wikidata.org/entity/Q109952115,quick service restaurant crew member,"people who prepare, cook and serve food and beverages in a quick service operation"
http://www.wikidata.org/entity/Q109801670,President/VP of the Swiss Art Dealers Association,position
http://www.wikidata.org/entity/Q109953281,shelf filler,"person who stocks and rotates merchandise on shelves, identifying and removing expired products"
http://www.wikidata.org/entity/Q109955953,distribution centre dispatcher,person who ensures efficient shipping of manufactured goods by stipulating routes and completing shipping documents
http://www.wikidata.org/entity/Q109956552,stevedore superintendent,person who supervises and monitors the freight handling and longshore labor in a dockyard to maximise productivity
http://www.wikidata.org/entity/Q109956766,materials handler,"person who executes the handling and storage of materials through activities such as loading, unloading and moving articles in a warehouse or storage room"
http://www.wikidata.org/entity/Q110817713,road and water construction engineer,occupation
http://www.wikidata.org/entity/Q110776252,councilor for education,councilor responsible for the functioning of the school system of a municipality
http://www.wikidata.org/entity/Q110834424,applied linguist,linguistics profession
http://www.wikidata.org/entity/Q110779750,industrial psychologist,profession
http://www.wikidata.org/entity/Q110624640,medicinal chemist,occupation
http://www.wikidata.org/entity/Q110794729,fisheries biologist,profession
http://www.wikidata.org/entity/Q110464816,exhibitor,one running an exhibition
http://www.wikidata.org/entity/Q110687788,overachiever,
http://www.wikidata.org/entity/Q110810694,funeral attendant,subconcept of Occupations (Work) (scot/436)
http://www.wikidata.org/entity/Q110412379,guqin player,musician who plays the guqin
http://www.wikidata.org/entity/Q110594847,podcast guest,
